userid,1,2,3,4,5,target
C-2021-2_U103,"""Data becomes easier to use by visualizing it in bar graphs, histograms, etc. There are various visualization methods, and it is important to choose the appropriate visualization method according to the purpose of data analysis. ""","""Although it is common in data analysis, it is possible to manipulate the visual impression depending on how you do it, as in the example of the π chart, the size relationship of the area may look different depending on the three-dimensional visualization. It turns out that visualization is tricky because we can.""",,,"""There are various ways of expressing visualization, but once I understood the theory behind why that expression was used, even if it was one that I had seen several times, it was very convincing and very interesting. """,-1
C-2021-2_U104,"""Visualize data so that it can be intuitively understood. There are several visualization methods, but it is necessary to choose one according to the purpose and conditions. Specific methods include histograms, box plots, bar graphs, and pie charts. There are charts, scatterplots, heatmaps, line graphs, undirected/directed graphs, and undirected/directed graphs are for visualizing relationships between data.""",,"""Various graphs came out, and each had its own purpose and had to be used properly, so I thought it would be difficult to decide which graph to use depending on the situation. For that reason, I had to understand the purpose properly. So I think I'll do my best to review.""",,,0
C-2021-2_U105,,"""I understood that, unlike correlation, regression analysis allows you to understand the relational expressions between variables. Furthermore, I learned that there are linear models and polynomial approximations in regression, and that each has advantages and disadvantages. Time series We also learned that by using data, we can predict future data.""",,,"""It was interesting because it was similar to what I am learning in Mathematical Statistics.""",-1
C-2021-2_U106,"""I learned about the relationship between visualization and data, the necessity of visualization, purpose, points to note, various visualization methods and their targets.""","""I can now set a rule of thumb to determine what kind of visualization is appropriate when examining data and examining relationships between data.""","""You mentioned visualization of multi-dimensional data, but you said that one would be fixed, but I thought that it would not be possible to accurately find the relationship.""","""I would like to review the quiz, but since the review has been closed since the '5th quiz', could you open it for me? ""","""It was nice to learn more about comparing data.""",-1
C-2021-2_U107,"""Introduction of data visualization methods and points to note in each method""","""It was difficult to understand the idea of ​​'the direction of scattering' in a scatter diagram, but I was able to understand it to some extent after listening to the class. """,,,"""Most of the visualization methods were familiar to me from elementary and junior high school, but when I learned how to handle data and thought about it more deeply, I found it interesting to notice that the characteristics were unexpectedly large.""",-1
C-2021-2_U108,,"""Data can be represented graphically not only by bar/line graphs and scatter plots and box plots, which we learned in high school mathematics, but also by undirected graphs that represent numbers and connectivity, and heat graphs that divide tiles by color. It's certainly a familiar diagram in geography, and I learned that valid data diagrams are needed on a case-by-case basis.""","""It is difficult to represent multi-dimensional data with three or more data elements at once. Up to three dimensions can be represented by a spatial graph, but four or more dimensions are represented by ""two straight lines"". I didn't understand very well. """,,,0
C-2021-2_U109,,"""I learned that there is a method of expression suitable for the characteristics of the data.
I thought that I could express up to 3D, but I realized that it was up to 2D when I thought about accuracy. """,,,"""I found it interesting to devise ways to express data in three or more dimensions.""",-1
C-2021-2_U11,"""Example of visualization for each department
Necessity and precautions for visualization
Various visualization methods""","""How visualization is used in practice
Visualization method""",,,"""I was interested in visualization using various graphs and scatterplots""",-1
C-2021-2_U110,"""Data visualization methods include bar graphs, box plots, pie charts, line graphs, scatter plots, and invalid/directed graphs.","""I learned a lot about each expression's strengths and reasons.""",,,,-1
C-2021-2_U112,"""Visualization is the process of making data into diagrams that can be intuitively understood. It is an essential technique in all fields because it is difficult to grasp huge amounts of data. There are various methods of visualization, and they are appropriate depending on the purpose and conditions. You have to choose one.Some graphs show relationships, directed graphs are used.Directed graphs can also be represented with colors and maps.Scatter plots are also colored to show more information. If there are many data elements, it is necessary to reduce the number of elements and express them. Also, visualization requires mathematics.""","""I learned a variety of methods for visualization, but there were also new things to learn, such as error bars, and I was able to understand them. I was also able to understand points to note when visualizing. Directed graphs were the first graphs I knew, and I also learned new ways to visualize them by combining colors and maps.I've seen scatter plots and heat maps, but I'm sure I had never learned about it, so I was able to learn how it works in this lecture.""","""Since there are various methods of data visualization, it is necessary to organize and understand the characteristics of each method so that the appropriate method can be selected after considering the characteristics, purpose, and conditions of each method. I want to continue.""","""Nothing in particular.""","""I was surprised to find that data analysis and drug discovery are more closely related than I had imagined. There are various methods for visualization, and until now I had chosen the most appropriate method to explain the data, but the goal I felt that it is necessary to grasp and select the conditions firmly.Also, when visualizing, I would like to be careful that the impression will look very different depending on how the graph is displayed.""",-1
C-2021-2_U113,"""There are various ways to visualize data, and you can use them according to your purpose.""","""There are various visualization methods such as histograms and boxplots. Also, even if the same data is represented by the same method, the appearance will be different depending on how the bin width is set.""","""I felt that visualizing three types of data in three dimensions was difficult to imagine and difficult to understand.""","""Nothing in particular.""","""I thought it was amazing that there are ways to express even when there are three or more types of elements to express. I want to be able to select the appropriate method and express it.""",-2
C-2021-2_U114,"""Visualization is to make data intuitive and easy to understand. Various graphs such as bar graphs, line graphs, and scatter graphs are used, but it is necessary to select the appropriate one for the purpose and conditions of visualization. Color It is possible to visualize a wider range of data by changing the size of the map, combining it with a map, etc. To visualize the relationship between three or more elements, use a scatterplot matrix that combines elements two by two. Or, reduce the dimensionality by taking an orthographic projection onto the plane formed by the two straight lines in the direction of the large data scattering.""","""Each graph has suitable data and points to note, and I can easily manipulate the impression myself, so I learned that I have to be careful when giving presentations. Also, the relationship between many elements. When finding , I realized that it is necessary to select elements by principal component analysis instead of incorporating all elements.""","""None.""",,"""I had a lecture on linear algebra in the first semester and it was fun to solve problems, but I didn't really know what it would be useful for, so when I learned that it was essential for data science, I thought it was a waste. I'm also surprised that using a 3D pie chart can be so confusing. I'll be more careful in the future.""",-2
C-2021-2_U115,"● Visualize the data and make it easy to understand → Make it intuitive and easy to understand
● It is necessary to visualize according to the purpose and conditions
● Bar graph: Do not arbitrarily choose the origin of the vertical axis ● Average variance is important
● The histogram shows the frequency of the data → You can also see the distribution as a whole ● Set the bin width to an appropriate thickness
A boxplot represents a distribution
● Beware of 3d pie charts
● Directed graph: strangely oriented ⇔ undirected graph
● Scatter charts: Not suitable for large amounts of data
●Handling of multidimensional data → Scatter plot matrix, representation by reducing dimensions: Principal component analysis
● PCA Eigenvalue
""","""Understanding the above""",,,"""The content was easy to understand. I wanted to solve the problem of choosing an appropriate visualization method for specific data. I also became more interested in linear algebra.""",-1
C-2021-2_U116,"""I use a method called visualization to express numerical data in an easy-to-understand manner. Depending on the purpose of the data, I use various techniques such as line graphs, histograms, and scatter diagrams.""","""I was able to understand the visualization method and its merits and demerits.""",,,"""I wanted to use an appropriate visualization method when using data in presentations.""",-1
C-2021-2_U117,,"""I understood the significance of proper visualization and how to do it.""",,"""Nothing in particular.""","""There are a lot of visualization methods that I know, such as histograms, bar graphs, and box plots. At the preparatory stage, I thought I understood most of them. In particular, the appearance of the three-dimensional pie chart, which I had used so far, was certainly different between the back side and the front side, so I will reflect on how I have used it so far. I wanted to pay attention to what should be done to convey accurate data information in an easy-to-understand manner.""",-2
C-2021-2_U118,"""There are various ways to visualize data. Histograms are used to examine data distribution, box plots are used to compare data distributions, and bar charts are used to compare numerical data. It is necessary to choose a method according to","""I was able to understand in what cases each visualization method is used. I wanted to understand the characteristics of each visualization method so that I could use them properly.""",,,,0
C-2021-2_U119,,"""I learned that there are various types of visualization, and their advantages and disadvantages, such as in what situations they are useful.""",,,,-1
C-2021-2_U120,"""Data visualization is a technique that helps intuitively understand data. There are various techniques, but it is necessary to set the axes appropriately so as not to misunderstand.""","""Chart types and usage""","""I didn't quite understand how to delete dimensions of 3D and 4D data.""",,"""I understood the usefulness of data visualization.""",0
C-2021-2_U121,,"""I learned that you have to choose an appropriate visualization method depending on the data you want to examine and the purpose.""",,,,-2
C-2021-2_U122,"""Visualization is necessary to understand a huge amount of data. There are graphs, tables, etc. as visualization methods. When visualizing, it is necessary to select an appropriate one according to the purpose and conditions. Horizontal axis・Pay attention to the size and width of the numerical value on the vertical axis, how to express it in two dimensions, three dimensions, etc. Since three or more types of elements cannot be directly displayed, narrow down the elements to be displayed.""","""There are many things to consider when visualizing data.""",,,"""I often dealt with graphs that visualized data in my co-education class, but at that time I didn't pay enough attention to the horizontal and vertical axes, so I would like to be careful. I think it's difficult to choose the one that is most comfortable for you to use.It looks great in 3D, but I want to be especially careful of the possibility of misunderstandings.""",-3
C-2021-2_U124,"""Data types, features""","""I understand the merits and uses of each data""",,,"""I was able to fully understand the content.""",-3
C-2021-2_U125,"""About data visualization and its various methods.""","""How to use histograms, bar charts, pie charts, heat maps, box plots, line charts, scatter charts, and undirected/directed graphs, which are the main visualization methods, and set the vertical axis and width for easier viewing Also, when comparing two or more types of data, it is possible to add colors or look at them from multiple angles instead of trying to show them all at once.A typical example is the scatterplot matrix. There is something.""",,,"""I was able to learn the optimal visualization method for each purpose of what I wanted to know about the data (relationships between multiple data, distribution, trends, etc.).In the future, I will collect data through experiments, etc. When comparing two or more types of data or examining their distribution, a flat surface can only represent two elements, so two types of relationships are displayed side by side. I knew that it would be possible by doing it, but I thought it would be very troublesome from the viewpoint of ""easy to see"" and ""easy to understand"". I don't think there is a better way. """,-2
C-2021-2_U126,"""Data visualization is to make data intuitively understandable. It is necessary to choose an appropriate representation method according to the purpose and characteristics of the data. and express it by dropping it into two dimensions.""",,,,"""From various examples, I was able to understand that the same data can look different depending on the chosen visualization method.""",-1
C-2021-2_U127,,,"""Nothing in particular.""","""Nothing in particular.""",,-2
C-2021-2_U128,,,,,"""In the experiment lectures, there were a huge number of types of graphs (mainly line graphs) that used Excel, and I didn't know when to use these graphs, so I learned a lot, if not all of them. From now on, I would like to make a report using graphs, select the graphs that are necessary for the situation, and use them to create a report. .
""",-1
C-2021-2_U129,"""In this lecture, I learned what visualization is and the necessity of visualization.""","""There are various visualization methods, and I learned that it is necessary to use them properly according to the purpose.""",,,,0
C-2021-2_U13,"""Visualization is to make data intuitively understandable. It is difficult to grasp the huge amount of data, so it is necessary to create a diagram that makes it easy to understand the trends. At that time, the appropriate one depending on the purpose and conditions It is important to select .There are various visualization methods.When you want to compare numerical data, use a bar graph.You can also express the degree of scattering by adding error bars.Arbitrary origin of the vertical axis If you choose wisely, you can manipulate the impression, so be careful.When you want to express the frequency or number of times, use a histogram.In a histogram, each section is called a ""bin"", and the width makes it look different. change greatly. One measure is the square root of the number of data. Boxplots are useful for comparing data distributions. This is a diagram that simply expresses the data distribution with maximum values, minimum values, and quartiles. Pie charts are effective for grasping the ratio of each data to the entire data. This is a diagram showing the ratio of the area of ​​a circle. 3D pie charts can be misleading, so be careful when using them. A line graph is a diagram in which data points are connected by straight lines, and is effective in grasping trends in changes during data presentation. It is inappropriate to connect irrelevant data with lines, since lines in line graphs have the meaning of interpolating points between unobserved points. An undirected graph expresses relationships between data using points (nodes) and edges (edges). A directed graph is a graph whose edges are oriented. A heat map is also called a two-dimensional histogram, and is a diagram that expresses numerical values ​​using colors. The impression of the same data changes greatly depending on the color settings, so honest color settings are required.
When visualizing multidimensional data, it is necessary to express it with two types of element display because three or more types of elements cannot be directly displayed. There are two main methods, one is the method of reducing the number of elements and the other is the scatterplot matrix method of creating multiple scatterplots. """,,,,,-3
C-2021-2_U130,"""I learned about visualization and the types of data associated with it and the benefits of each.""","""Most of the graph names themselves were familiar, so it was easy to understand.
I understand exactly where it should be used. """,,,"""I feel like I've learned more concretely how to use and view graphs.""",0
C-2021-2_U131,"""Different techniques of visualization and their respective advantages.
When choosing a visualization method, it is necessary to choose an appropriate method to faithfully convey the data to the other party, and also pay attention to the width of the axis. ""","""There were many visualization techniques that I had heard of before, but I was able to gain a deeper understanding of the benefits of each technique.""",,,"""I've heard the names of various visualization methods before. I learned about charts and quartiles in math class when I was in high school.I was able to learn about the advantages and disadvantages of various other methods.In today's class, we will look at the example of heat map + map and learn about hazards. I noticed that this method is also used in the map.I also learned that the setting of colors is also important, and it is important to correctly set the risk level and color code in the event of a disaster (flood, tsunami, etc.) I found out.""",-2
C-2021-2_U132,"""There are various methods for data visualization, but it is necessary to use different diagrams depending on the content of the data.""","""It was found that impression manipulation can be given to the viewer depending on the expression method of visualization.""","""I couldn't understand how to reduce the number of elements and visualize it""","""Nothing in particular""""","""I want to study more for the test""",-1
C-2021-2_U133,"""I learned about visualization, its necessity and methods. I learned that visualization methods must be selected appropriately according to the purpose and conditions.""","""I learned that the visualization method must be selected appropriately according to the purpose and conditions. I learned that visualization of three or more elements cannot be performed accurately on a plane. Which visualization method should be used at any given time? I know how to use it.""","""In terms of reducing the number of elements, it was difficult to understand how to convert to two types of element data.""",,"""I knew many of the visualization techniques, such as bar graphs and scatter diagrams, from before class, but I hadn't really thought about the selection criteria for those techniques, so I'm glad I had the opportunity to think about them this time. Data When dealing with , I would like to make use of the visualization method I learned this time.""",-2
C-2021-2_U136,"""Visualization""","""It is important to visualize using the method according to each need.""",,,"""I knew a lot and it was easy to understand.""",-1
C-2021-2_U137,"""Visualization is about making data intuitive. Visualization techniques include histograms, boxplots, and bar charts. However, improperly visualized data can be misleading."" Therefore, both creators and viewers need to be careful. Each visualization method has its own strengths, so it is important to change the method used according to the data. Visualization leads to data analysis.""","""I found that there are many types of visualization methods and their characteristics.""",,"""I knew that I could use colors to increase the number of types of data, but I wondered if it would be possible to represent a scatterplot in three dimensions when there are three types of vectors. Common In the test mathematics, the relationship between vectors X, Y, and Z was represented by three two-dimensional scatter plots, so it was difficult to see so many figures.""","""There was something I didn't know about visualization methods, so if I had an opportunity to give a presentation in the future, I would like to use it. Personally, the visualization method that I learned the most was color + scatter plot, and the type of data. Using colors to increase the number of colors is not possible in a standardized test (for budgetary reasons, consideration for people with color blindness, etc.), so it was a method that I had never encountered before.""",-2
C-2021-2_U138,"""First, we took the previous quiz, and then learned about examples of visualization in various departments. After that, we learned what visualization is, its necessity, methods, and points to note. After that, we learned about bar graphs as specific examples of visualization methods. , histograms, boxplots, pie charts, and line charts, then learned about visualizing ""relationships"". After that, I learned about scatterplots and two-dimensional histograms and multi-dimensional data visualization. Finally, there was a visualization summary. """,,,,"""I found it interesting because there were some very interesting topics such as quantifying friendships.""",-1
C-2021-2_U14,"""Data visualization is to make data into a diagram that can be intuitively understood, and it is a necessary task to understand a huge amount of data, but it is necessary to be careful, such as selecting an appropriate one according to the purpose and conditions. Typical visualization methods include bar graphs, pie charts, line graphs, undirected graphs, directed graphs, scatter plots, and heat maps, but it is necessary to understand their characteristics and weaknesses before using them. Furthermore, when visualizing multi-dimensional data, it is also necessary to select elements.""","""By visualizing data, I once again felt that I could understand a huge amount of data at a glance, and reconfirmed its usefulness. Each visualization method has its own characteristics, and what does the data represent? I learned that there is a need to look carefully at what is necessary to select the appropriate one, and that the appearance can change greatly depending on how the axis is taken, so it is necessary to look carefully.""","""I learned a lot about data visualization.""","""Nothing in particular.""","""By visualizing data, I learned that a huge amount of data can be written down so that it can be understood at a glance. I felt it. From now on, I want to pay attention to what I learned today so that I can read the information correctly.""",-1
C-2021-2_U140,"""Various ways to visualize data and some caveats when reading visualized data.""","""When visualizing data, it should be possible to make the data appear to be intentionally biased, depending on how the person who creates the data does it.""","""I don't think so.""",,"""Data visualization is certainly something that non-researchers can easily do. That is why it is necessary to read the data with caution, as the creator may intentionally change the way the data is presented. I felt there was.""",-3
C-2021-2_U141,"""By visualizing the data by writing it on a graph, etc., you can intuitively understand the data, but you should not mislead the reader by arbitrarily choosing the axis or changing the pin width. The number of data elements, investigation If you take each visualization method depending on what you want, it will lead to data analysis.""","""Means of visualization, discrimination of means when visualizing different data depending on the case, interpretation of various graphs.""","""The visualization of data points with 3 and 4 or more elements was ambiguous.""","""Nothing in particular.""","""I was a little surprised that you shouldn't choose the axis arbitrarily. It's obvious, but choosing the axis is also one of the academic subjects, but until now I decided the units and intervals of the axis by intuition. I felt regret. Data visualization and data analysis will continue to be very indebted to me as a pharmacy student, so I realized again that I have to be careful in some places.""",-1
C-2021-2_U142,"""Visualization is a way to intuitively understand data. Visualization is used in various fields. By visualizing data, you can understand data trends, and you can read various things depending on the visualization method. Each If you do not use a visualization method suitable for the data, it may give an insincere impression.In a bar graph, depending on how the vertical axis is taken, the appearance of the histogram changes greatly depending on the bin width.Box plots are data Pie charts are used to show the proportion of each data to the whole data, 3D pie charts should not be used as they obscure the area size relationship. Line graphs are useful for understanding trends in data changes.In line graphs, lines interpolate between unobserved points and have a predictive meaning.However, when comparing, the range of the vertical axis is used. and width should be the same.In an undirected graph, the placement of points is important.In a directed graph, the edges have a direction.
Scatter charts are effective when you want to grasp the trends of two types of data at the same time. A lot of information can be visualized at the same time by changing the color, shape, and size of the dots. However, if you do it too much, it will become difficult to understand, so be careful. Scatter charts are not suitable for large amounts of data. A heat map is a diagram that expresses numerical values ​​using colors. The impression changes greatly depending on how the color is applied.
The three types of data are not accurately drawn on the plane. Visualization is possible by reducing the number of elements. A scatterplot matrix is ​​a combination of two elements to create multiple scatterplots in order to visualize three or more elements.
Visualization is looking at data to help guide the next analysis. Visualization also requires mathematics, using vectors and linear algebra. ""","""I found that the impression changes greatly depending on how the data is visualized.""","""I didn't quite understand how to visualize more than 3 types of data. Also, I didn't quite understand the importance of linear algebra in reducing the number of elements.""",,"""Data can look different depending on how it is visualized, so if there are companies or influencers who are exploiting this, I think we should be careful when looking at the data.""",-1
C-2021-2_U144,"""On how to visualize data""",,,,,0
C-2021-2_U145,,"""Visualization is to make data into a diagram that can be intuitively understood.　
The types of visualization include histograms, line graphs, pie charts, etc., and the method is selected according to the purpose. In addition, the axis range, bin width, point arrangement, etc. should not be chosen arbitrarily, but should be intentionally set to be easy to see. """,,,"""Many of the visualization methods were familiar, but when I sorted them out, there were more than I expected.
I thought it would be interesting to visualize relationships by simply changing the positions of the points to change the appearance. """,0
C-2021-2_U147,,"""There are various types of visualization methods, and I found that there are some points to be aware of when creating each.""",,,,-2
C-2021-2_U148,"""Visualization is done to process data in a visible way and find relationships. In addition to visualizations that express numbers such as bar graphs, histograms, and pie charts, there are also visualizations that express relationships such as line graphs, directed graphs, and undirected graphs. It is important to change the visualization method depending on the data.""","""There are various types of visualization, and I learned that it is important to use them according to the situation.""",,,"""I want to study hard for the test""",-1
C-2021-2_U151,,,,,"""Recently, I've been learning about things related to daily life, and I think it's fun. I want to use Excel and PowerPoint, making full use of the characteristics of graphs that I learned this time.""",-3
C-2021-2_U153,"""I learned about the characteristics and usage of various data visualization methods (bar charts, scatter charts, line charts, etc.). After that, I learned how to visualize data in two or more dimensions.""","""As I wrote above, I was able to understand the characteristics and usage of various data visualization methods.""",,,"""This class was relatively similar to data analysis, which I learned in high school mathematics, so I think I was able to understand it well.""",-3
C-2021-2_U154,,,,"""Nothing in particular.""","""Like last time, I was able to prepare for the lesson this time as well, so I was able to understand the content more deeply. I have a test in two weeks, so I can start reviewing each lesson now and understand the field of information science. It's easy to understand why the median is used rather than the average, and I'm convinced.""",-1
C-2021-2_U155,"""The meaning of data visualization and its method""",,,,,-1
C-2021-2_U156,"""There are many different ways to visualize data, and it's best to use the right graph for each occasion.""","""Pie charts in 3D create illusions that were not there in 2D.""",,,"""This class was relatively easy. It reminded me of math graphs we learned in elementary school.""",-3
C-2021-2_U157,,,,,"""The traps and cautions of visualization methods were very helpful. Many of them were familiar and easy to understand, and it was fun.""",-2
C-2021-2_U158,"""Visualization type""","""Many Visualizations""","""Determining which visualization type to use
""",,"""I didn't think graphs were the go-to visualization method.""",-1
C-2021-2_U159,"""Data Analysis, Pattern Recognition""","""Data Analysis, Pattern Recognition""","""Details of Pattern Recognition""",,"""Thank you for today""",-1
C-2021-2_U16,,,,,"""In addition to the graphs that I have dealt with so far, I was able to learn things that I have not dealt with much, such as bar graphs + error bars, directed graphs, and heat maps.
I think that there will be many opportunities to create some kind of graph for data visualization in the future when I become a member of society, so I felt that I would like to be able to make use of what I learned in this study and points to note. """,-2
C-2021-2_U160,"""Visualizing data is important to understand the data, and it is important to choose a diagram that suits the purpose.""","""Visualization Make a diagram that can be intuitively understood
It is necessary to select an appropriate one according to the purpose and conditions.
If you reduce the dimension, you can express it in 3 or more dimensions. """,,,"""I've been learning graphs for a long time, but this is the first time I've learned that there are ways to use them.""",-3
C-2021-2_U162,,,"""I was able to understand the visualization of more than 3 types of data, but I felt that it was very troublesome when analyzing.
""",,"""It was a new discovery that the 3D pie chart makes it difficult to understand the area. I decided not to use this graph unless there was a serious problem.""",-2
C-2021-2_U163,"""Visualization is something that makes it possible to intuitively understand things such as abstract things and things that are difficult to imagine, such as numbers. Improper judgment can lead to erroneous information.
""","""Proper use of appropriate methods for each information""","""It was difficult to process multi-dimensional data""",,,-1
C-2021-2_U164,,,,,"""Since I'm doing this part of linear algebra, I understand it better.""",-2
C-2021-2_U167,"""・Data visualization
・Form of visualization
・Notes on visualization
""","""Data can be intuitively understood in a form that is easy to understand. It must be done in a format that matches the application. Depending on how the chart is created, it is possible to create something that is far from the impression received from the numerical values, so be careful. There is a need to.""",,"""Grade will be evaluated based on the scores of regular exams, submission status of quiz reports, diaries, etc. Considering the situation of COVID-19, if it is difficult to conduct regular exams, report assignments will be substituted. There is."" in the syllabus, and I took the course thinking that it would be a report, but is it going to be an exam?
""",,-2
C-2021-2_U17,"""Visualization... It is necessary to select the appropriate one according to the purpose and conditions in order to make the data intuitively understandable and to grasp the enormous amount of data.
Visualization methods: bar graph, bar graph + error bar, histogram, box plot, pie chart, line graph
Visualization of relationships: Invalid graph, active graph, active graph + color + map
Scatter chart and two-dimensional histogram: Effective when you want to grasp the trends of two or more types of data at the same time. ""Heat map"" It is effective when examining what kind of value and how much there are in two types of data.
Visualization of multi-dimensional data: Scatter plot matrix, visualization by reducing the number of elements, display by determining straight lines and planes

Looking at the data leads to policy decisions for the next data analysis. Importance of mathematics. ""","""I knew there were various ways to express data to visualize it, but I didn't know how to express several kinds of data at the same time, so I tried to understand this content well, and I think I understood it.""",,"""Is there a limit to the amount of data that can be represented by each visualization method?
If there is no limit, what is the amount that can be organized in an easy-to-read manner? ""","""I was surprised that there were many methods that I didn't know about how to represent data, but there are also methods that I have encountered in my life, and I thought that they were applied and utilized in various places.""",-1
C-2021-2_U174,,,,"""No.""","""Until now, I didn't know which graph to use when visualizing data, but after taking this course, I can make a firm decision.""",-3
C-2021-2_U18,"""Visualizing data makes it easier to discover trends and properties. It is necessary to choose an appropriate visualization method depending on the data. Bar graphs are effective when looking at numerical data. Also, look at the frequency of data. Histograms are sometimes effective.Be careful with these methods, as the graphs change greatly depending on the width of the numerical value.Otherwise, it is used to show the relationship between line graphs and relationships that are effective for expressing changes between data. There are undirected graphs and directed graphs that can be used.2D histograms such as scatter plots can visualize various data by using colors and reducing the number of elements.We will analyze data using such visualization.
""","""I learned in what situations each visualization method is effective, and how colors and heat maps make it easier to see what I want to see. Now that I know about the holes, I have a better understanding of how to look at the data.""","""I didn't understand the element reduction, such as the example of French bread.""",,"""It was very interesting to be able to pick up the parts of the data that I wanted to see and the phrases that I wanted to see by using heat maps and coloring the data. I will look at the data in the future, but I will also write about how to handle and visualize the data myself. I would like to keep a firm grasp on the benefits and weaknesses of the method.""",-1
C-2021-2_U19,"""Visualizing data makes it easier to see and understand. It is necessary to choose the appropriate visualization method according to the number and types of data and what you want to know.""","""I learned various visualization methods.""","""I didn't really understand how to combine 4 or more types of data into 2 types.""",,"""Until now, I was unconsciously visualizing, but I was able to reconfirm that there are many types and that each one has an appropriate role.""",-2
C-2021-2_U20,"""Importance of Visualizing Data Using Appropriate Techniques and Introduction of Visualization Techniques""","""I was able to logically re-recognize the fraud graphs I've seen in the media so far.
Multidimensional data are visualized two-dimensionally in the direction of large scattering. ""","""I want to actually try to visualize it using Excel, Python, R, etc. (during spring break)""",,,-2
C-2021-2_U21,,,,,"""When I learned that boxplots, histograms, and scatter plots, which I have dealt with in mathematics, are one of the visualization methods, I felt that visualization was surprisingly familiar.""",-3
C-2021-2_U23,,"""Histogram bin setting is important
""","""How to visualize multidimensional data""",,"""Today's class was difficult""",-3
C-2021-2_U25,"""About data visualization""","""Selecting Tools for Data Analysis""",,,"""I thought I had to review so that I could get a perfect score on the quiz.""",-3
C-2021-2_U26,"""When trying to understand data, visualization makes it possible to understand the data intuitively. It is difficult to understand the enormous amount of data, so it is necessary to create a diagram that makes it easy to understand data trends. is.
There are various visualization methods such as histograms, box plots, scatter plots, and line graphs, but it is important to select the appropriate one according to the purpose and conditions. ""","""I was able to understand that there are various methods of visualization, and that each has its advantages and disadvantages. I also learned that mathematics is necessary for visualization.""","""Nothing in particular.""","""Nothing in particular.""","""I learned that if you don't choose the right method for visualization, the impression of the same data will change, so you have to be careful. I want to take advantage of that.""",-2
C-2021-2_U27,,,"""There are various points to be aware of when actually visualizing the data yourself, and I felt that it would be difficult.""","""Not this time.""","""In the future, I think that there will be more opportunities to represent data in graphs for research purposes. I would like to use this class as a reference to be able to visualize data correctly.""",-3
C-2021-2_U28,,,"""In this article, I felt like I didn't understand the quartile part a bit.""",,,-1
C-2021-2_U29,"""The meaning of visualization and its method.
What can be analyzed with that method?
Visualization of three or more elements. ""","""Visualization is making diagrams that can be understood intuitively
There are many visualization techniques such as histograms, boxplots, bar charts, pie charts, line charts, undirected (effective) graph scatterplots, and so on.
It is also possible to visualize in four dimensions.""",,,"""In this class, I learned how to visualize data using diagrams, so I would like to use it to do some analysis myself.""",-3
C-2021-2_U3,"""Visualization, which is to make data intuitively understandable, makes it easier to grasp a huge amount of data, but you have to be careful about choosing an appropriate one according to the purpose and conditions. The visualization method is as follows. It has a variety of features, such as: (1) a bar graph that is convenient for comparing numerical data, (2) a bar graph that uses the standard deviation to express the degree of dispersion of the data, and an error bar that uses the average value, and (3) a bar graph that shows the frequency, and what value A histogram that allows you to know how much there is.Note that the appearance changes greatly depending on the value of the vertical and horizontal axes and the setting of the bin width.(4) This is a diagram showing the data distribution with the maximum value, minimum value, and quartiles. Box chart.When data values ​​are rearranged, the number of positions that divide the data into four equal quartiles is used.⑤Pie chart, which is a chart that displays the ratio by the area of ​​a circle⑥It becomes three-dimensional This makes it possible to see that the size relationship of the area is different.(7) A line graph that connects the data points with a straight line.It is effective for grasping the trend of change between data points, and points that are not observed. There is a meaning of interpolating between points.Note that the range and width of the vertical axis are the same.⑧Undirected graph that expresses the irrelevance between data with points (nodes) and sides (edges).Between data (9) Effective graph with oriented sides (10) Scatter diagram (11 ) Color + scatter diagram that can visualize three types of values ​​by color (12) Heat map, which is a diagram that expresses numerical values ​​​​by color.It is effective when investigating what values ​​​​are in two types of data.Color setting Even with the same data, the impressions and views differ greatly. Visualization of multidimensional data cannot directly display three or more types of elements, so there is no choice but to create multiple scatter plots.""","""Data visualization is important for understanding a huge amount of data, and the key is to use a method that matches the data in the diagram. I found that I needed to understand","""There was no.""","""is not.""","""thank you very much.""",-3
C-2021-2_U30,,,,,"""I understand why cram school advertisements and mail-order advertisements look so different.
I felt that it would be difficult to find an appropriate vertical axis. """,-1
C-2021-2_U31,,"""I learned that it is necessary to visualize data in a way that is appropriate for the purpose, and that data can be used effectively in various situations.
We found that it is possible to confirm the relevance of multiple data by visualizing the data. ""","""When visualizing data with three or more elements, it was difficult to reduce the number of elements and compare two sets of data.
I didn't quite understand the French bread example when visualizing the data of the three elements. """,,"""In terms of data visualization, there were many familiar things such as bar graphs, but there were also unfamiliar things such as undirected graphs and directed graphs, and I found it interesting that even human relationships can be visualized.
In the visualization of multi-dimensional data, various methods were used, but they were a little complicated and difficult. """,-2
C-2021-2_U32,"""This class was about what visualization is and how it works.""",,,,,0
